,ID,Pred
109,2016_1114_1380,0.8603922652407852
110,2016_1114_1386,0.43672156768118325
111,2016_1114_1392,0.5841023406127678
112,2016_1114_1393,0.37500279986641405
113,2016_1114_1396,0.5297646827062792
114,2016_1114_1400,0.3392842792350598
115,2016_1114_1401,0.3232809528302088
116,2016_1114_1403,0.458686126522533
117,2016_1114_1409,0.4719495769018368
118,2016_1114_1421,0.6814787681314791
119,2016_1114_1423,0.5237517117348719
120,2016_1114_1425,0.48106986878378877
121,2016_1114_1428,0.3072751611971409
122,2016_1114_1433,0.37670327441402673
123,2016_1114_1435,0.2742120928873379
124,2016_1114_1437,0.17540496363622127
125,2016_1114_1438,0.15151945759619206
126,2016_1114_1451,0.6986044831056839
127,2016_1114_1452,0.2412699489689082
128,2016_1114_1453,0.5835284644247866
129,2016_1114_1455,0.23389918590744205
130,2016_1114_1458,0.326387395554403
131,2016_1114_1462,0.2803020379629391
132,2016_1114_1463,0.4637884812499061
133,2016_1122_1124,0.08905966582403327
134,2016_1122_1138,0.2238441328824494
135,2016_1122_1139,0.09040134883645404
136,2016_1122_1143,0.09388936150386556
137,2016_1122_1151,0.21069651385020877
138,2016_1122_1153,0.10060919603655692
139,2016_1122_1160,0.13616783345135028
140,2016_1122_1163,0.07318291958213513
141,2016_1122_1167,0.2582346170153114
142,2016_1122_1173,0.11925844453939362
143,2016_1122_1181,0.07198051666758133
144,2016_1122_1192,0.5805094506847537
145,2016_1122_1195,0.3918341004732913
146,2016_1122_1201,0.18217761100127605
147,2016_1122_1211,0.055788653943274986
148,2016_1122_1214,0.47508364314965085
149,2016_1122_1218,0.17555889284463702
150,2016_1122_1221,0.5861796701502957
151,2016_1122_1231,0.06985034222160222
152,2016_1122_1233,0.16789220026997975
153,2016_1122_1234,0.07625327562137421
154,2016_1122_1235,0.0800462929637983
155,2016_1122_1242,0.021099764224435803
156,2016_1122_1246,0.03787782433917628
157,2016_1122_1268,0.061447062857359826
158,2016_1122_1274,0.07244281332087485
159,2016_1122_1276,0.16401851768644748
160,2016_1122_1277,0.03883977135097646
161,2016_1122_1292,0.22662608245154953
162,2016_1122_1314,0.025046019628386724
163,2016_1122_1320,0.13831739550855462
164,2016_1122_1323,0.0954157475233879
165,2016_1122_1328,0.04725335544081455
166,2016_1122_1332,0.06857747799109098
167,2016_1122_1333,0.25717107976869813
168,2016_1122_1338,0.1120886930329677
169,2016_1122_1344,0.09904956203169216
170,2016_1122_1345,0.055084523281566676
171,2016_1122_1355,0.15865314510020131
172,2016_1122_1371,0.08954365450968811
173,2016_1122_1372,0.11676633303773483
174,2016_1122_1380,0.5348388802418897
175,2016_1122_1386,0.12636939440269015
176,2016_1122_1392,0.20761974821033466
177,2016_1122_1393,0.10067166717023952
178,2016_1122_1396,0.17367958981525974
179,2016_1122_1400,0.08742767648108613
180,2016_1122_1401,0.08183256236198515
181,2016_1122_1403,0.1365077849612718
182,2016_1122_1409,0.14291467098758606
183,2016_1122_1421,0.28528521074807156
184,2016_1122_1423,0.17024502809360445
185,2016_1122_1425,0.14745199615192883
186,2016_1122_1428,0.07643084506504068
187,2016_1122_1433,0.10132985273956265
188,2016_1122_1435,0.06584578786546313
189,2016_1122_1437,0.03817083420214127
190,2016_1122_1438,0.03224227750893628
191,2016_1122_1451,0.30189109588341745
192,2016_1122_1452,0.05600395135999912
193,2016_1122_1453,0.20723145570876567
194,2016_1122_1455,0.053891031020226174
195,2016_1122_1458,0.08290313068571724
196,2016_1122_1462,0.06774005629953386
197,2016_1122_1463,0.1389461943112442
198,2016_1124_1138,0.7380868050987656
199,2016_1124_1139,0.49267737908670706
200,2016_1124_1143,0.503101800488187
201,2016_1124_1151,0.7228653695051868
202,2016_1124_1153,0.522229763089663
203,2016_1124_1160,0.6063419327707622
204,2016_1124_1163,0.4355253495967608
205,2016_1124_1167,0.772817143131779
206,2016_1124_1173,0.569541420007277
207,2016_1124_1181,0.43113900457245113
208,2016_1124_1192,0.9311388839179779
209,2016_1124_1195,0.8629300820455175
210,2016_1124_1201,0.6852033120221416
211,2016_1124_1211,0.3660203746891274
212,2016_1124_1214,0.898412027449043
213,2016_1124_1218,0.6754019924226772
214,2016_1124_1221,0.9326197835202779
215,2016_1124_1231,0.4232273123967194
216,2016_1124_1233,0.6634734524491885
217,2016_1124_1234,0.4464744195527672
218,2016_1124_1235,0.45952214576764117
219,2016_1124_1242,0.1739746055582462
220,2016_1124_1246,0.27781540014860534
221,2016_1124_1268,0.3901429132463391
222,2016_1124_1274,0.43283214903811185
223,2016_1124_1276,0.657196252481655
224,2016_1124_1277,0.28307797843209037
225,2016_1124_1292,0.7411569436613646
226,2016_1124_1314,0.20065210780674922
227,2016_1124_1320,0.6106667448279949
228,2016_1124_1323,0.5075543946099392
229,2016_1124_1328,0.32643060159636333
230,2016_1124_1332,0.41841164819989596
231,2016_1124_1333,0.7718395309858366
232,2016_1124_1338,0.5522758379944
233,2016_1124_1344,0.5178977989768141
234,2016_1124_1345,0.36290562289733086
235,2016_1124_1355,0.6482071992211419
236,2016_1124_1371,0.4900593118972755
237,2016_1124_1372,0.5636617724953973
238,2016_1124_1380,0.9182672278588534
239,2016_1124_1386,0.5856480733673373
240,2016_1124_1392,0.7191236081903862
241,2016_1124_1393,0.5224019688126066
242,2016_1124_1396,0.672536822991648
243,2016_1124_1400,0.48350505030864055
244,2016_1124_1401,0.4654917386737892
245,2016_1124_1403,0.6070308389716998
246,2016_1124_1409,0.6196733412502171
247,2016_1124_1421,0.7959315228646864
248,2016_1124_1423,0.667202631169768
249,2016_1124_1425,0.6282519287425615
250,2016_1124_1428,0.4470968430229108
251,2016_1124_1433,0.5242102280278408
252,2016_1124_1435,0.40784665305808065
253,2016_1124_1437,0.2794254321852662
254,2016_1124_1438,0.24559388889057998
255,2016_1124_1451,0.8086315771377663
256,2016_1124_1452,0.36696760144858676
257,2016_1124_1453,0.7186462986517755
258,2016_1124_1455,0.3575664899402356
259,2016_1124_1458,0.4690175992319994
260,2016_1124_1462,0.4152066197674553
261,2016_1124_1463,0.6119179612224318
262,2016_1138_1139,0.24767331618246283
263,2016_1138_1143,0.2555247933435493
264,2016_1138_1151,0.46927678166357983
265,2016_1138_1153,0.2703614005029808
266,2016_1138_1160,0.3430332386250112
267,2016_1138_1163,0.2073275884433167
268,2016_1138_1167,0.5355697551007909
269,2016_1138_1173,0.30964337881562815
270,2016_1138_1181,0.20440726402265563
271,2016_1138_1192,0.8209135727814475
272,2016_1138_1195,0.6809356621369429
273,2016_1138_1201,0.424585106458072
274,2016_1138_1211,0.16368037353660847
275,2016_1138_1214,0.7498732074507612
276,2016_1138_1218,0.41361355804560607
277,2016_1138_1221,0.8243176878065379
278,2016_1138_1231,0.19919929789744484
279,2016_1138_1233,0.4006024172585917
280,2016_1138_1234,0.2147220506788818
281,2016_1138_1235,0.22373459119922884
282,2016_1138_1242,0.06664014554660165
283,2016_1138_1246,0.11536323733934437
284,2016_1138_1268,0.17821633572397538
285,2016_1138_1274,0.20553170843056173
286,2016_1138_1276,0.3939011977517996
287,2016_1138_1277,0.11805155734931928
288,2016_1138_1292,0.4925563043779716
289,2016_1138_1314,0.07842140677305233
290,2016_1138_1320,0.34713610140420775
291,2016_1138_1323,0.2589280319754447
292,2016_1138_1328,0.14110515266344656
293,2016_1138_1332,0.19606619322515154
294,2016_1138_1333,0.5341865789850524
295,2016_1138_1338,0.2948596933246673
296,2016_1138_1344,0.26695134375964596
297,2016_1138_1345,0.16184791630405837
298,2016_1138_1355,0.3844743744364423
299,2016_1138_1371,0.24572658259779503
300,2016_1138_1372,0.30454852952954575
301,2016_1138_1380,0.7920399650178386
302,2016_1138_1386,0.323931113702887
303,2016_1138_1392,0.4646468685786955
304,2016_1138_1393,0.27049757471172187
305,2016_1138_1396,0.4104546463358306
306,2016_1138_1400,0.24089641468143105
307,2016_1138_1401,0.2279328773971273
308,2016_1138_1403,0.34368416685305175
309,2016_1138_1409,0.3558080114785275
310,2016_1138_1421,0.5693721686689643
311,2016_1138_1423,0.40463060620916136
312,2016_1138_1425,0.3642320166375666
313,2016_1138_1428,0.21514696884218534
314,2016_1138_1433,0.2719303467105157
315,2016_1138_1435,0.18928820900886467
316,2016_1138_1437,0.11618326580164737
317,2016_1138_1438,0.09939016300098917
318,2016_1138_1451,0.5888892409844088
319,2016_1138_1452,0.16423961729734388
320,2016_1138_1453,0.46405940140306484
321,2016_1138_1455,0.15872980605146172
322,2016_1138_1458,0.2304350960352409
323,2016_1138_1462,0.1939962164651109
324,2016_1138_1463,0.3483304519759978
325,2016_1139_1143,0.498995196353238
326,2016_1139_1151,0.7195625987381542
327,2016_1139_1153,0.5181298302722477
328,2016_1139_1160,0.6024142765885647
329,2016_1139_1163,0.43149135240268616
330,2016_1139_1167,0.769920197654318
331,2016_1139_1173,0.5655096989339796
332,2016_1139_1181,0.4271148938201467
333,2016_1139_1192,0.930078135129697
334,2016_1139_1195,0.8609755085623002
335,2016_1139_1201,0.6816493707679497
336,2016_1139_1211,0.36221705139002514
337,2016_1139_1214,0.8969029664138942
338,2016_1139_1218,0.6717904003132092
339,2016_1139_1221,0.9315801705485434
340,2016_1139_1231,0.4192226265448091
341,2016_1139_1233,0.6597959916238865
342,2016_1139_1234,0.4424184935705228
343,2016_1139_1235,0.455445217205561
344,2016_1139_1242,0.17162661104288496
345,2016_1139_1246,0.2745317277789936
346,2016_1139_1268,0.3862416413343288
347,2016_1139_1274,0.42880414743286227
348,2016_1139_1276,0.6534860217744367
349,2016_1139_1277,0.27975619975692
350,2016_1139_1292,0.737993151809857
351,2016_1139_1314,0.19803038532176848
352,2016_1139_1320,0.6067542535482323
353,2016_1139_1323,0.5034482695666374
354,2016_1139_1328,0.3228291782065336
355,2016_1139_1332,0.4144197887935676
356,2016_1139_1333,0.7689338466576727
357,2016_1139_1338,0.5482106832787623
358,2016_1139_1344,0.5137953017600935
359,2016_1139_1345,0.3591163317047324
360,2016_1139_1355,0.6444523129586379
361,2016_1139_1371,0.4859550523271862
362,2016_1139_1372,0.5596175629386264
363,2016_1139_1380,0.9170258703684036
364,2016_1139_1386,0.5816564006451407
365,2016_1139_1392,0.71579377706869
366,2016_1139_1393,0.5183021506891964
367,2016_1139_1396,0.6689089794485148
368,2016_1139_1400,0.4794040778248414
369,2016_1139_1401,0.46140706175584195
370,2016_1139_1403,0.603105557069631
371,2016_1139_1409,0.6157944146141145
372,2016_1139_1421,0.7932504703914367
373,2016_1139_1423,0.6635452562294495
374,2016_1139_1425,0.624407464179406
375,2016_1139_1428,0.4430397884196397
376,2016_1139_1433,0.5201116731455563
377,2016_1139_1435,0.40388559141999664
378,2016_1139_1437,0.2761300060287317
379,2016_1139_1438,0.24256314619603508
380,2016_1139_1451,0.806076725347052
381,2016_1139_1452,0.36316007362723407
382,2016_1139_1453,0.7153130490740275
383,2016_1139_1455,0.3538019881555433
384,2016_1139_1458,0.46492889480138905
385,2016_1139_1462,0.41122371745452685
386,2016_1139_1463,0.608009972534548
387,2016_1143_1151,0.7110713603319462
388,2016_1143_1153,0.507712185543551
389,2016_1143_1160,0.5923852920429099
390,2016_1143_1163,0.4212926969605446
391,2016_1143_1167,0.762450346034669
392,2016_1143_1173,0.5552370966411877
393,2016_1143_1181,0.4169438158855753
394,2016_1143_1192,0.9273171554473557
395,2016_1143_1195,0.8559086283954299
396,2016_1143_1201,0.6725326014050551
397,2016_1143_1211,0.35264011651820687
398,2016_1143_1214,0.8929827400242577
399,2016_1143_1218,0.6625310728260326
400,2016_1143_1221,0.9288739655517477
401,2016_1143_1231,0.4091052786211123
402,2016_1143_1233,0.6503743892601451
403,2016_1143_1234,0.43215789432847757
404,2016_1143_1235,0.44512368448670714
405,2016_1143_1242,0.16577901182704696
406,2016_1143_1246,0.26630513724078403
407,2016_1143_1268,0.37640438457137587
408,2016_1143_1274,0.4186222374398515
409,2016_1143_1276,0.6439839627379492
410,2016_1143_1277,0.27143162813832716
411,2016_1143_1292,0.7298504517502734
412,2016_1143_1314,0.19149112716091418
413,2016_1143_1320,0.5967614645201281
414,2016_1143_1323,0.49302379218960085
415,2016_1143_1328,0.31378129063509796
416,2016_1143_1332,0.40433765415602846
417,2016_1143_1333,0.7614418941450041
418,2016_1143_1338,0.5378633176086373
419,2016_1143_1344,0.503373767888471
420,2016_1143_1345,0.349576443660514
421,2016_1143_1355,0.6348409559684755
422,2016_1143_1371,0.47554589797569935
423,2016_1143_1372,0.5493166744371526
424,2016_1143_1380,0.913797268641191
425,2016_1143_1386,0.5714762724807376
426,2016_1143_1392,0.7072348534299119
427,2016_1143_1393,0.5078846930086912
428,2016_1143_1396,0.6596095511177649
429,2016_1143_1400,0.4690072176841079
430,2016_1143_1401,0.4510623324728966
431,2016_1143_1403,0.5930822313223975
432,2016_1143_1409,0.6058821307246428
433,2016_1143_1421,0.7863278565706101
434,2016_1143_1423,0.6541730631552753
435,2016_1143_1425,0.614578311158787
436,2016_1143_1428,0.43277596393254547
437,2016_1143_1433,0.5096963294527732
438,2016_1143_1435,0.39388735118855844
439,2016_1143_1437,0.26787320605312465
440,2016_1143_1438,0.23498423070263377
441,2016_1143_1451,0.7994750107768842
442,2016_1143_1452,0.35357202790157954
443,2016_1143_1453,0.7067455794088431
444,2016_1143_1455,0.3443274260431801
445,2016_1143_1458,0.45457184777041687
446,2016_1143_1462,0.4011660698575761
447,2016_1143_1463,0.5980279529814869
448,2016_1151_1153,0.2858836437373236
449,2016_1151_1160,0.36066538723367997
450,2016_1151_1163,0.2203236651317221
451,2016_1151_1167,0.5547418147719533
452,2016_1151_1173,0.32641198501878105
453,2016_1151_1181,0.2172704594144211
454,2016_1151_1192,0.8320013393075291
455,2016_1151_1195,0.6974963190553383
456,2016_1151_1201,0.4435787921652576
457,2016_1151_1211,0.1745429267633981
458,2016_1151_1214,0.7640953539453985
459,2016_1151_1218,0.4324853298078181
460,2016_1151_1221,0.8352369963093772
461,2016_1151_1231,0.21182201703941794
462,2016_1151_1233,0.4193050368857278
463,2016_1151_1234,0.228048289643171
464,2016_1151_1235,0.23745103993383812
465,2016_1151_1242,0.07161413970650235
466,2016_1151_1246,0.12349273613558132
467,2016_1151_1268,0.18982460242837976
468,2016_1151_1274,0.218446235538908
469,2016_1151_1276,0.4125062697207463
470,2016_1151_1277,0.12634344250593849
471,2016_1151_1292,0.5118856980708866
472,2016_1151_1314,0.0841954263700235
473,2016_1151_1320,0.36486201727582274
474,2016_1151_1323,0.2740403938170819
475,2016_1151_1328,0.15073955078747325
476,2016_1151_1332,0.20854207825279433
477,2016_1151_1333,0.5533681205801548
478,2016_1151_1338,0.3111885796348069
479,2016_1151_1344,0.2823535685572106
480,2016_1151_1345,0.1726139595133035
481,2016_1151_1355,0.40293019356632653
482,2016_1151_1371,0.2603391190639688
483,2016_1151_1372,0.3211695856501866
484,2016_1151_1380,0.8044896312250251
485,2016_1151_1386,0.34109117385617027
486,2016_1151_1392,0.4839255013476047
487,2016_1151_1393,0.28602457132161074
488,2016_1151_1396,0.4292878041777381
489,2016_1151_1400,0.25531894492960255
490,2016_1151_1401,0.24182652804345228
491,2016_1151_1403,0.36133137165437185
492,2016_1151_1409,0.3737232593762015
493,2016_1151_1421,0.5882216979766478
494,2016_1151_1423,0.4233884487005692
495,2016_1151_1425,0.3823196894282741
496,2016_1151_1428,0.2284919060660261
497,2016_1151_1433,0.28750717345173893
498,2016_1151_1435,0.20144087207106517
499,2016_1151_1437,0.1243624273302136
500,2016_1151_1438,0.10652960690267141
501,2016_1151_1451,0.6074734251778053
502,2016_1151_1452,0.17513151248993344
503,2016_1151_1453,0.48333566582317783
504,2016_1151_1455,0.16933033781604212
505,2016_1151_1458,0.24443298142130243
506,2016_1151_1462,0.2063741987049649
507,2016_1151_1463,0.36608315756008253
508,2016_1153_1160,0.5737736705136891
509,2016_1153_1163,0.4027452906998895
510,2016_1153_1167,0.748304577263564
511,2016_1153_1173,0.5362571324377168
512,2016_1153_1181,0.3984560439254565
513,2016_1153_1192,0.9219844296487286
514,2016_1153_1195,0.8462055929523556
515,2016_1153_1201,0.6554520170345338
516,2016_1153_1211,0.33536362734988345
517,2016_1153_1214,0.8854421079752394
518,2016_1153_1218,0.6452040236160905
519,2016_1153_1221,0.9236460576571383
520,2016_1153_1231,0.39073215432505715
521,2016_1153_1233,0.6327691360099506
522,2016_1153_1234,0.41347391164689123
523,2016_1153_1235,0.42629997358253396
524,2016_1153_1242,0.15545876518126972
525,2016_1153_1246,0.25161436387012953
526,2016_1153_1268,0.35860858576833454
527,2016_1153_1274,0.40011111378566094
528,2016_1153_1276,0.626241847412237
529,2016_1153_1277,0.25655694120327327
530,2016_1153_1292,0.714490340601545
531,2016_1153_1314,0.17991543510947877
532,2016_1153_1320,0.5782073849857717
533,2016_1153_1323,0.4739044851171486
534,2016_1153_1328,0.2975335758305225
535,2016_1153_1332,0.38603876139868143
536,2016_1153_1333,0.7472559799734295
537,2016_1153_1338,0.5187845114864263
538,2016_1153_1344,0.4842364579476838
539,2016_1153_1345,0.3323729864377209
540,2016_1153_1355,0.6169142452228872
541,2016_1153_1371,0.4564940815262861
542,2016_1153_1372,0.5302977892044154
543,2016_1153_1380,0.9075714622761962
544,2016_1153_1386,0.5526309392902097
545,2016_1153_1392,0.6911330404011097
546,2016_1153_1393,0.4887446613754378
547,2016_1153_1396,0.6422135049930967
548,2016_1153_1400,0.44999259399342983
549,2016_1153_1401,0.4321830904377014
550,2016_1153_1403,0.5744795735474816
551,2016_1153_1409,0.5874576012899824
552,2016_1153_1421,0.7731809730375784
553,2016_1153_1423,0.6366522268811123
554,2016_1153_1425,0.5962894351454235
555,2016_1153_1428,0.41408474568157566
556,2016_1153_1433,0.49055608150253166
557,2016_1153_1435,0.3757630539888606
558,2016_1153_1437,0.2531257734630993
559,2016_1153_1438,0.22149965773295896
560,2016_1153_1451,0.7869178444658868
561,2016_1153_1452,0.3362735988923671
562,2016_1153_1453,0.6906286280494035
563,2016_1153_1455,0.32725231650699227
564,2016_1153_1458,0.43566229422310104
565,2016_1153_1462,0.3829184412621947
566,2016_1153_1463,0.5794910847306464
567,2016_1160_1163,0.32365546950199725
568,2016_1160_1167,0.6784388641354595
569,2016_1160_1173,0.45073532027220614
570,2016_1160_1181,0.31975757699401236
571,2016_1160_1192,0.8934652509453382
572,2016_1160_1195,0.7961108507958168
573,2016_1160_1201,0.5744689317590074
574,2016_1160_1211,0.26366450584262185
575,2016_1160_1214,0.8457987780127039
576,2016_1160_1218,0.5634166235028124
577,2016_1160_1221,0.8956655620908298
578,2016_1160_1231,0.31276603712383194
579,2016_1160_1233,0.5501139855357569
580,2016_1160_1234,0.3334535158421885
581,2016_1160_1235,0.3452585029755598
582,2016_1160_1242,0.11553629837912997
583,2016_1160_1246,0.1926309848401758
584,2016_1160_1268,0.2840638239536147
585,2016_1160_1274,0.32126033541043725
586,2016_1160_1276,0.5431781885851664
587,2016_1160_1277,0.19671948210219706
588,2016_1160_1292,0.6397570744326666
589,2016_1160_1314,0.13471421771360256
590,2016_1160_1320,0.49310922676689145
591,2016_1160_1323,0.3899646836920829
592,2016_1160_1328,0.23110998606185404
593,2016_1160_1332,0.3085349043010816
594,2016_1160_1333,0.677224747560081
595,2016_1160_1338,0.43344475332046256
596,2016_1160_1344,0.3998575338969425
597,2016_1160_1345,0.2610621060296689
598,2016_1160_1355,0.5333224040119134
599,2016_1160_1371,0.3734490433295182
600,2016_1160_1372,0.4448147681284966
601,2016_1160_1380,0.8745006927681661
602,2016_1160_1386,0.46712818946438084
603,2016_1160_1392,0.6135923838945997
604,2016_1160_1393,0.4041958081390141
605,2016_1160_1396,0.5602066323697563
606,2016_1160_1400,0.36733093736349265
607,2016_1160_1401,0.3507069033728978
608,2016_1160_1403,0.4892936138780395
609,2016_1160_1409,0.5026203284476448
610,2016_1160_1421,0.7075215287708565
611,2016_1160_1423,0.5542553985262502
612,2016_1160_1425,0.5117589065383628
613,2016_1160_1428,0.3340134552908482
614,2016_1160_1433,0.4059426795503001
615,2016_1160_1435,0.299316461527628
616,2016_1160_1437,0.1938798776884221
617,2016_1160_1438,0.16799110964426892
618,2016_1160_1451,0.7238144942103333
619,2016_1160_1452,0.2644573398954545
620,2016_1160_1453,0.613032241199537
621,2016_1160_1455,0.25661779082383585
622,2016_1160_1458,0.353939048371825
623,2016_1160_1462,0.3057290898761754
624,2016_1160_1463,0.4944254602574046
625,2016_1163_1167,0.8081308796223632
626,2016_1163_1173,0.6209550084107118
627,2016_1163_1181,0.4841097931746943
628,2016_1163_1192,0.9436376089051913
629,2016_1163_1195,0.8862973543307254
630,2016_1163_1201,0.7293667126000365
631,2016_1163_1211,0.41685328069861266
632,2016_1163_1214,0.916317033250095
633,2016_1163_1218,0.7203793037444371
634,2016_1163_1221,0.9448656316107542
635,2016_1163_1231,0.47603949085756464
636,2016_1163_1233,0.7093924394902592
637,2016_1163_1234,0.49967436386670583
638,2016_1163_1235,0.5128363755306604
639,2016_1163_1242,0.20683779512906467
640,2016_1163_1246,0.32263238020311535
641,2016_1163_1268,0.4419903480066526
642,2016_1163_1274,0.485833299611828
643,2016_1163_1276,0.7035891054357686
644,2016_1163_1277,0.328357916660504
645,2016_1163_1292,0.7799909781566235
646,2016_1163_1314,0.23710807177088555
647,2016_1163_1320,0.6600998077458515
648,2016_1163_1323,0.5606605252019891
649,2016_1163_1328,0.37501764389400105
650,2016_1163_1332,0.47111374419020197
651,2016_1163_1333,0.807267331634443
652,2016_1163_1338,0.6043189369636423
653,2016_1163_1344,0.5708316609725237
654,2016_1163_1345,0.4135881514937259
655,2016_1163_1355,0.6952524617490152
656,2016_1163_1371,0.5433546834013545
657,2016_1163_1372,0.615303279371493
658,2016_1163_1380,0.9329339663253462
659,2016_1163_1386,0.6363661589776762
660,2016_1163_1392,0.7601937243268005
661,2016_1163_1393,0.5752468854611108
662,2016_1163_1396,0.7177452294592765
663,2016_1163_1400,0.5368380188944992
664,2016_1163_1401,0.5188337044500309
665,2016_1163_1403,0.6566659973378959
666,2016_1163_1409,0.668583471263102
667,2016_1163_1421,0.8284498784381242
668,2016_1163_1423,0.7128330129148098
669,2016_1163_1425,0.676634539613061
670,2016_1163_1428,0.500303918350934
671,2016_1163_1433,0.5770170673785968
672,2016_1163_1435,0.4602711614452693
673,2016_1163_1437,0.32438547822397357
674,2016_1163_1438,0.2872806311856536
675,2016_1163_1451,0.839534180941772
676,2016_1163_1452,0.4178453553431983
677,2016_1163_1453,0.7597628919773363
678,2016_1163_1455,0.4079808657948106
679,2016_1163_1458,0.5223687413433205
680,2016_1163_1462,0.4678297525934279
681,2016_1163_1463,0.6612802770662599
682,2016_1167_1173,0.27090694423700473
683,2016_1167_1181,0.17548931428473477
684,2016_1167_1192,0.7915527288111928
685,2016_1167_1195,0.6387253621265359
686,2016_1167_1201,0.37937125230094926
687,2016_1167_1211,0.13951378146280113
688,2016_1167_1214,0.7129382064099898
689,2016_1167_1218,0.3688191873946375
690,2016_1167_1221,0.79537582775217
691,2016_1167_1231,0.1708599007564801
692,2016_1167_1233,0.356360806302435
693,2016_1167_1234,0.18468358705483617
694,2016_1167_1235,0.1927447836231162
695,2016_1167_1242,0.05584435586158129
696,2016_1167_1246,0.09749876787863353
697,2016_1167_1268,0.15229439892356952
698,2016_1167_1274,0.17648996996548916
699,2016_1167_1276,0.34996755434693655
700,2016_1167_1277,0.09981776333825747
701,2016_1167_1292,0.44571088668296505
