Season,team1id,team2id,team1_win,team1_kag_teamname,team1name,team1_seed,team1_fg_perc,team1_3pt_perc,team1_ft_perc,team1_blk_per_foul,team1_stl_per_to,t1_magic_score,team1_pace,team1_ortg,team1_ftr,team1_3par,team1_ts_perc,team1_trb_perc,team1_ast_perc,team1_stl_perc,team1_blk_perc,team1_efg_perc,team1_tov_perc,team1_orb_perc,team1_ft_fga,team2_kag_teamname,team2name,team2_seed,team2_fg_perc,team2_3pt_perc,team2_ft_perc,team2_blk_per_foul,team2_stl_per_to,t2_magic_score,team2_pace,team2_ortg,team2_ftr,team2_3par,team2_ts_perc,team2_trb_perc,team2_ast_perc,team2_stl_perc,team2_blk_perc,team2_efg_perc,team2_tov_perc,team2_orb_perc,team2_ft_fga,t1_rs_win_perc_90p,t1_avgpts_win,t1_avg_pts_loss,t1_coach_team,t1_coach_yrs,t1_num_star_players,t1_avg_recruit_score,t1_avg_height,t1_avg_experience,t1_bench,t1_round2_odds,t1_sweet16_odds,t1_elite8_odds,t1_final_4_odds,t1_final_odds,t1_champ_odds,t1_conf,t1_composite_score,t2_rs_win_perc_90p,t2_avgpts_win,t2_avg_pts_loss,t2_coach_team,t2_coach_yrs,t2_num_star_players,t2_avg_recruit_score,t2_avg_height,t2_avg_experience,t2_bench,t2_round2_odds,t2_sweet16_odds,t2_elite8_odds,t2_final_4_odds,t2_final_odds,t2_champ_odds,t2_conf,t2_composite_score,t1_conf_champ_jeff,t2_conf_champ_jeff,t1_power5_jeff,t2_power5_jeff,team1_off_points_ft_jeff,team2_off_points_ft_jeff,team1_off_points_2pt_jeff,team2_off_points_2pt_jeff,team1_off_points_3pt_jeff,team2_off_points_3pt_jeff,team1_def_points_ft_jeff,team2_def_points_ft_jeff,team1_def_points_2pt_jeff,team2_def_points_2pt_jeff,team1_def_points_3pt_jeff,team2_def_points_3pt_jeff,team1KPSOS_jeff,team2KPSOS_jeff
2016,1153,1386,0,Cincinnati,Cincinnati,9,0.43,0.348,0.705,0.374269006,0.707988981,0.03494669,65.5,108.9,0.332,0.366,0.527,53.2,59.7,11.6,15.5,0.493,13.7,36.6,0.234,St Joseph's PA,Saint Joseph's,8,0.453,0.327,0.716,0.204116638,0.518309859,0.080222612,70.1,109.7,0.374,0.356,0.548,51.9,54.7,7.3,9.2,0.512,12.3,28.2,0.268,0.6,14.16666667,-6.5,9,12,3,90.41,77.6,1.69,32.4,54.5,19.8,9.4,3.9,1.2,0.4,AAC,47.9,0.692307692,14.22222222,-8,20,20,3,84.36,77,1.81,28.6,45.5,14.8,6.4,2.4,0.7,0.2,A-10,32.2,0,0,0,0,19.1894,20.7554,49.5451,52.1583,31.2655,27.0863,16.7464,15.3846,48.8038,50.5948,34.4498,34.0206,17.0607,15.3654
2016,1160,1163,0,Colorado,Colorado,8,0.426,0.389,0.735,0.261755486,0.389867841,0.080136796,70.8,106.3,0.398,0.319,0.534,55.7,53.3,7.3,11.6,0.488,15.8,35.3,0.293,Connecticut,Connecticut,9,0.454,0.365,0.793,0.277016743,0.545454545,0.055752992,66.1,109,0.296,0.336,0.555,51.1,51.8,8.7,14,0.516,14,28.5,0.235,0.5,8.833333333,-10.16666667,5,9,1,89,78,1.94,36.6,34.9,6.2,2.3,0.6,0.2,0.04,Pac-12,0.19,0.714285714,15.9,-10.75,3,3,2,97.48,78,2.32,29.6,65.1,18,9.5,3.8,1.7,0.6,AAC,49.8,1,0,0,1,23.4583,18.5481,47.1584,52.3755,29.3833,29.0764,20.762,20.7877,53.4247,47.7024,25.8134,31.5098,12.908,18.715
2016,1163,1242,0,Connecticut,Connecticut,9,0.454,0.365,0.793,0.277016743,0.545454545,0.055752992,66.1,109,0.296,0.336,0.555,51.1,51.8,8.7,14,0.516,14,28.5,0.235,Kansas,Kansas,1,0.495,0.418,0.713,0.219749652,0.529288703,0.049576927,69.7,115,0.382,0.33,0.592,53.9,55.3,9.4,10.7,0.564,15.5,32.3,0.272,0.714285714,15.9,-10.75,3,3,2,97.48,78,2.32,29.6,65.1,18,9.5,3.8,1.7,0.6,AAC,49.8,1,13.46153846,-8,12,22,3,98.36,77.2,2,28.8,96.9,75.5,57.4,37.3,26,15.4,Big-12,63.8,1,1,1,0,18.5481,19.791,52.3755,50.9777,29.0764,29.2313,20.7877,23.0184,47.7024,49.96,31.5098,27.0216,18.715,29.6713
2016,1167,1328,0,CS Bakersfield,Cal State Bakersfield,15,0.451,0.342,0.656,0.233380481,0.649382716,0.049660992,68.4,105.8,0.374,0.27,0.527,52.8,59,11.6,14.2,0.497,15.1,34.6,0.245,Oklahoma,Oklahoma,2,0.458,0.422,0.722,0.298412698,0.510330579,0.04467413,71,111,0.33,0.407,0.573,51.4,52.8,9.3,12.6,0.543,15.8,31,0.238,0.9,17.33333333,-8,4,17,1,0,0,0,0,16.3,5.7,1.6,0.4,0.06,0.009,WAC,0,0.583333333,10.71428571,-6.4,4,31,3,90.99,77,2.53,24.1,83.7,61.6,39.8,24.1,11.7,5.5,Big-12,48.4,0,1,1,0,20.1489,17.9783,57.2359,43.1479,22.6152,38.8738,23.8915,16.9266,48.096,51.3503,28.0125,31.7231,6.25907,23.7756
2016,1173,1393,0,Dayton,Dayton,7,0.455,0.344,0.668,0.231629393,0.459016393,0.077190359,68.6,104.5,0.408,0.35,0.546,53.2,57.4,8.6,12.2,0.516,16.3,28.7,0.272,Syracuse,Syracuse,10,0.425,0.36,0.688,0.27090301,0.681818182,0.043322565,64.9,106.7,0.354,0.421,0.533,49.3,55.8,12.4,12.6,0.501,15.3,33.4,0.243,0.636363636,8.285714286,-7,4,4,4,82.84,76.8,1.99,34.8,45.3,9.7,3.7,0.9,0.2,0.06,A-10,35.8,0.444444444,11,-7.8,31,31,4,97.29,78.6,1.7,15.9,54.7,13.3,5.7,1.5,0.5,0.1,ACC,65,0,0,1,0,20.8943,19.5442,51.3999,43.9552,27.7058,36.5006,18.9338,16.4384,47.7022,51.3076,33.364,32.254,12.6273,18.5675
2016,1181,1332,0,Duke,Duke,4,0.46,0.385,0.723,0.255389718,0.638418079,0.057524769,68.4,117.7,0.405,0.398,0.573,49.5,48.6,9.1,9.8,0.537,12.2,33,0.293,Oregon,Oregon,1,0.467,0.343,0.715,0.327407407,0.638051044,0.035199753,69.5,112.8,0.406,0.34,0.562,52.4,49.7,10.4,15.3,0.525,13.9,34.2,0.291,0.666666667,6.5,-7.5,31,31,6,94.66,78.7,0.75,20.9,72.3,39.9,18.7,8.9,3.3,1.2,ACC,70,0.846153846,13.18181818,-12,5,26,4,94.88,78.2,1.19,26.1,95.6,65,41.5,23.7,10.9,4.9,Pac-12,61.7,1,0,1,1,21.4384,21.6058,44.863,51.8263,33.6986,26.5679,14.8333,18.6374,59.1798,50.5873,25.987,30.7753,21.8749,22.6753
2016,1181,1423,1,Duke,Duke,4,0.46,0.385,0.723,0.255389718,0.638418079,0.057524769,68.4,117.7,0.405,0.398,0.573,49.5,48.6,9.1,9.8,0.537,12.2,33,0.293,UNC Wilmington,UNC Wilmington,13,0.455,0.34,0.703,0.180327869,0.657754011,0.075740052,71.3,110,0.373,0.332,0.546,50.6,47.2,10.3,11.2,0.512,13.5,32.2,0.262,0.666666667,6.5,-7.5,31,31,6,94.66,78.7,0.75,20.9,72.3,39.9,18.7,8.9,3.3,1.2,ACC,70,0.818181818,6.222222222,-9.5,1,1,1,0,76.1,1.48,30.7,27.7,9,2.3,0.6,0.1,0.02,CAA,0,0,1,1,0,21.4384,19.6539,44.863,53.152,33.6986,27.1941,14.8333,29.1444,59.1798,49.1979,25.987,21.6578,21.8749,9.20693
2016,1181,1463,1,Duke,Duke,4,0.46,0.385,0.723,0.255389718,0.638418079,0.057524769,68.4,117.7,0.405,0.398,0.573,49.5,48.6,9.1,9.8,0.537,12.2,33,0.293,Yale,Yale,12,0.47,0.363,0.67,0.258490566,0.427135678,0.0881536,66.9,111.5,0.413,0.309,0.555,57.8,56.9,8.4,12.6,0.526,16.4,39.4,0.276,0.666666667,6.5,-7.5,31,31,6,94.66,78.7,0.75,20.9,72.3,39.9,18.7,8.9,3.3,1.2,ACC,70,0.9,15.77777778,-12,16,16,4,0,76.9,1.88,30.3,39.3,17.6,6.3,2.3,0.6,0.2,Ivy,0,0,0,1,0,21.4384,21.1699,44.863,53.4819,33.6986,25.3482,14.8333,19.8818,59.1798,51.2628,25.987,28.8555,21.8749,14.3324
2016,1192,1195,0,F Dickinson,Fairleigh Dickinson,16,0.458,0.362,0.697,0.120833333,0.591016548,0.111338399,72.4,105.8,0.327,0.324,0.546,46.3,50.8,10.3,7.2,0.517,15.3,28.6,0.228,FL Gulf Coast,Florida Gulf Coast,16,0.479,0.353,0.644,0.209198813,0.525114155,0.070992212,69.7,108.1,0.369,0.25,0.546,53.5,47.9,9.2,10.3,0.523,15,32.9,0.238,0.636363636,7.285714286,-10.25,2,2,0,0,75.7,0.95,25.9,0.8,0.07,0.004,0,0,0,,0,0.7,12.57142857,-6.333333333,2,20,2,88.14,77.3,1.22,33.2,3.6,0.7,0.06,0.008,0,0,A-Sun,33,1,1,0,0,18.4716,18.8535,52.9628,61.1465,28.5656,20,23.834,20.4334,48.0632,51.3047,28.1028,28.2618,-10.6349,-0.0797809
2016,1195,1314,0,FL Gulf Coast,Florida Gulf Coast,16,0.479,0.353,0.644,0.209198813,0.525114155,0.070992212,69.7,108.1,0.369,0.25,0.546,53.5,47.9,9.2,10.3,0.523,15,32.9,0.238,North Carolina,North Carolina,1,0.482,0.327,0.747,0.246518106,0.62412993,0.034084837,70.2,118,0.323,0.268,0.561,55.9,57.3,9.6,11.5,0.526,12.7,40.3,0.241,0.7,12.57142857,-6.333333333,2,20,2,88.14,77.3,1.22,33.2,3.6,0.7,0.06,0.008,0,0,A-Sun,33,0.692307692,13.55555556,-4,12,27,2,92.91,77.8,1.97,33.9,95.6,76.6,48.4,32.3,17.6,10.3,ACC,41.8,1,1,1,0,18.8535,18.6349,61.1465,61.0692,20,20.296,20.4334,18.0422,51.3047,48.9461,28.2618,33.0118,-0.0797809,29.8225
2016,1201,1428,0,Fresno St,Fresno State,14,0.436,0.343,0.694,0.180628272,0.78042328,0.060197587,70.1,105.7,0.379,0.3,0.524,50.4,50.3,11.9,11.8,0.487,13.1,31.1,0.263,Utah,Utah,3,0.489,0.366,0.721,0.27140255,0.441241685,0.060548789,67.7,112.5,0.382,0.373,0.588,53.2,57,8.1,9.9,0.557,16,30.2,0.276,0.846153846,6.454545455,-8.5,4,4,3,89.67,77.2,2.38,34.3,24.8,5.8,0.9,0.1,0.02,0.004,M-West,45,0.75,13,-14.33333333,4,11,2,86.91,77.6,2.04,28.1,75.2,36.1,12.5,4.2,1.5,0.5,Pac-12,31,0,1,1,0,21.3675,19.9399,53.2357,50.5445,25.3968,29.5156,24.8621,14.7858,45.227,53.7068,29.9109,31.5074,6.63039,16.7938
2016,1211,1371,1,Gonzaga,Gonzaga,11,0.486,0.381,0.758,0.178170144,0.440191388,0.101735425,68.1,115.4,0.34,0.355,0.587,55.2,49.6,7.5,7.7,0.553,14.7,32.3,0.258,Seton Hall,Seton Hall,6,0.446,0.347,0.658,0.243710692,0.535181237,0.062423119,70.7,104.5,0.404,0.297,0.529,52.4,51,10.4,11.4,0.498,16.4,34.7,0.266,0.818181818,16,-7,16,16,1,93.33,78.6,1.7,22.6,48.6,27.9,9.9,3.4,1.3,0.5,WCC,23.3,0.833333333,8.9,-6.5,5,8,3,85.03,77.8,1.46,27.1,51.4,30.2,11.1,4,1.5,0.6,Big-East,34.9,1,1,0,0,19.0995,21.0944,51.2709,54.4013,29.6296,24.5044,18.0952,20.1735,54.632,52.2343,27.2727,27.5922,20.8198,18.268
2016,1211,1393,0,Gonzaga,Gonzaga,11,0.486,0.381,0.758,0.178170144,0.440191388,0.101735425,68.1,115.4,0.34,0.355,0.587,55.2,49.6,7.5,7.7,0.553,14.7,32.3,0.258,Syracuse,Syracuse,10,0.425,0.36,0.688,0.27090301,0.681818182,0.043322565,64.9,106.7,0.354,0.421,0.533,49.3,55.8,12.4,12.6,0.501,15.3,33.4,0.243,0.818181818,16,-7,16,16,1,93.33,78.6,1.7,22.6,48.6,27.9,9.9,3.4,1.3,0.5,WCC,23.3,0.444444444,11,-7.8,31,31,4,97.29,78.6,1.7,15.9,54.7,13.3,5.7,1.5,0.5,0.1,ACC,65,1,0,0,1,19.0995,19.5442,51.2709,43.9552,29.6296,36.5006,18.0952,16.4384,54.632,51.3076,27.2727,32.254,20.8198,18.5675
2016,1211,1428,1,Gonzaga,Gonzaga,11,0.486,0.381,0.758,0.178170144,0.440191388,0.101735425,68.1,115.4,0.34,0.355,0.587,55.2,49.6,7.5,7.7,0.553,14.7,32.3,0.258,Utah,Utah,3,0.489,0.366,0.721,0.27140255,0.441241685,0.060548789,67.7,112.5,0.382,0.373,0.588,53.2,57,8.1,9.9,0.557,16,30.2,0.276,0.818181818,16,-7,16,16,1,93.33,78.6,1.7,22.6,48.6,27.9,9.9,3.4,1.3,0.5,WCC,23.3,0.75,13,-14.33333333,4,11,2,86.91,77.6,2.04,28.1,75.2,36.1,12.5,4.2,1.5,0.5,Pac-12,31,1,0,0,1,19.0995,19.9399,51.2709,50.5445,29.6296,29.5156,18.0952,14.7858,54.632,53.7068,27.2727,31.5074,20.8198,16.7938
2016,1214,1438,0,Hampton,Hampton,16,0.412,0.304,0.659,0.18027735,0.384090909,0.144554075,71.7,101,0.414,0.345,0.502,53.1,47,7.2,9,0.464,15.7,34.6,0.273,Virginia,Virginia,1,0.491,0.402,0.752,0.19966443,0.576811594,0.072117056,61.5,115,0.321,0.284,0.58,53.2,57.2,8.7,10.2,0.548,13.2,29.8,0.241,0.8,10.5,-11.5,6,6,0,0,76,1.61,29.9,3.8,0.5,0.05,0.004,0,0,,0,0.75,13.88888889,-2.666666667,6,9,2,94.27,77.9,2.3,31.8,96.2,77.9,54.5,34.2,21.4,13.2,ACC,44.5,0,1,1,0,22.4499,18.0503,51.2642,56.3595,26.286,25.5903,21.0595,19.4869,51.8454,48.7849,27.0951,31.7282,-7.4023,29.6448
2016,1218,1268,0,Hawaii,Hawaii,13,0.459,0.322,0.684,0.178417266,0.58013544,0.068018672,71.6,107.3,0.449,0.379,0.555,53,58.8,10.5,10,0.52,15.8,31.1,0.307,Maryland,Maryland,5,0.486,0.361,0.768,0.320661157,0.458515284,0.053467813,67.3,112.1,0.384,0.381,0.594,51.9,51.7,8.6,13.9,0.555,16.6,28.6,0.295,0.846153846,12.36363636,-4,0,0,1,0,77.2,1.39,33.1,31.2,12,2.4,0.6,0.2,0.04,Big-west,0,0.545454545,10.33333333,-8.6,4,17,2,94.89,78.9,2.12,26.7,72.6,39.9,13.4,5.4,2.5,0.9,Big-Ten,45.8,0,1,1,0,23.1742,20.4787,49.0412,49.5441,27.7846,29.9772,24.1898,17.1514,50.1644,52.6946,25.6458,30.154,12.1565,20.2506
2016,1221,1332,0,Holy Cross,Holy Cross,16,0.412,0.326,0.687,0.147008547,0.567357513,0.107407702,64.6,98.4,0.361,0.409,0.515,45.6,61.9,9.5,7.8,0.479,14.9,23.1,0.248,Oregon,Oregon,1,0.467,0.343,0.715,0.327407407,0.638051044,0.035199753,69.5,112.8,0.406,0.34,0.562,52.4,49.7,10.4,15.3,0.525,13.9,34.2,0.291,0.416666667,9.8,-11.14285714,0,19,2,76.84,76.3,1.6,26.9,1.4,0.1,0.006,0,0,0,Patriot,13.6,0.846153846,13.18181818,-12,5,26,4,94.88,78.2,1.19,26.1,95.6,65,41.5,23.7,10.9,4.9,Pac-12,61.7,1,1,1,0,20.5558,21.6058,46.2285,51.8263,33.2157,26.5679,18.5685,18.6374,47.9346,50.5873,33.4969,30.7753,-11.3933,22.6753
2016,1221,1380,1,Holy Cross,Holy Cross,16,0.412,0.326,0.687,0.147008547,0.567357513,0.107407702,64.6,98.4,0.361,0.409,0.515,45.6,61.9,9.5,7.8,0.479,14.9,23.1,0.248,Southern Univ,Southern,16,0.444,0.346,0.67,0.180882353,0.659846547,0.088580816,69.5,104.2,0.369,0.298,0.527,49,41.9,10.6,9.7,0.496,14,28.9,0.247,0.416666667,9.8,-11.14285714,0,19,2,76.84,76.3,1.6,26.9,1.4,0.1,0.006,0,0,0,Patriot,13.6,0.583333333,12.57142857,-8.8,4,4,0,0,75.8,1.63,25.9,3,0.3,0.03,0.003,0,0,,0,1,1,0,0,20.5558,20.9456,46.2285,54.5294,33.2157,24.525,18.5685,21.7746,47.9346,49.7057,33.4969,28.5197,-11.3933,-5.75413
2016,1231,1246,1,Indiana,Indiana,5,0.502,0.415,0.733,0.211746522,0.504219409,0.061136295,69.1,119.2,0.338,0.409,0.612,54.9,54.8,9.9,9.8,0.587,16.7,37,0.248,Kentucky,Kentucky,4,0.478,0.366,0.69,0.281632653,0.529562982,0.0514824,68.1,115.6,0.378,0.31,0.564,53.6,49.8,8.3,14.1,0.535,13.3,37.3,0.261,0.7,12.57142857,-9,7,16,3,92.47,77.3,2.01,36.9,81.9,40,17.3,9.1,3.7,1.6,Big-Ten,54.3,0.769230769,18.5,-7,6,27,7,97.15,76.7,0.77,29,83.2,51.9,25.8,15.4,7.2,3.7,SEC,70.4,0,1,1,1,17.4334,19.6085,46.7658,54.806,35.8008,25.5855,17.123,24.3166,56.1504,51.0812,26.7266,24.6022,23.0493,25.1354
